,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
1027,42.56,176.27,15.76,44.63,802.0,26.59,1.26,5.62,27.3,1.87,2.58,94.0
1028,35.29,134.15,16.44,43.04,850.0,26.4,1.59,4.42,20.57,0.91,1.07,96.0
1029,25.49,88.04,17.04,39.14,687.0,26.39,1.22,4.26,12.69,0.54,0.85,75.0
1030,26.03,87.11,13.99,36.53,565.0,26.4,1.03,4.26,19.69,0.59,0.81,66.0
1031,37.38,91.81,15.78,39.18,673.0,26.62,1.55,4.97,32.07,0.53,0.67,80.0
1032,47.47,100.35,15.01,39.01,645.0,26.6,1.08,4.3,36.67,0.0,0.06,98.0
1033,45.49,82.59,9.57,32.5,450.0,26.61,0.77,3.71,32.74,0.0,0.04,102.0
1034,122.41,68.08,12.13,33.67,756.0,26.65,0.84,3.6,47.84,0.0,0.19,120.0
1035,39.88,56.91,6.5,24.85,1289.0,26.39,0.48,2.66,43.92,0.0,0.06,141.0
1036,66.54,57.13,7.2,26.81,1311.0,26.14,0.44,4.15,44.38,0.0,0.09,120.0
1037,58.73,73.54,8.53,29.41,1351.0,26.64,0.56,5.08,52.18,0.0,0.15,159.0
1038,41.02,64.65,14.44,34.07,912.0,26.61,0.76,3.3,43.23,0.02,0.11,125.0
1039,26.7,29.28,14.87,29.05,723.0,26.44,0.69,3.33,17.19,0.0,0.0,59.0
1040,22.05,27.3,11.58,29.82,672.0,26.93,0.75,3.15,6.75,0.0,0.25,49.0
1041,27.98,42.42,13.12,33.64,794.0,26.82,0.82,3.51,7.02,0.0,0.28,68.0
1042,26.89,40.08,13.32,33.43,813.0,26.82,0.86,2.98,13.74,0.0,0.2,54.0
1043,25.94,66.25,12.3,37.65,850.0,26.77,0.97,3.26,30.46,0.0,0.21,70.0
1044,31.21,51.65,9.12,30.19,622.0,25.71,0.9,2.76,24.08,0.0,0.25,75.0
1045,32.87,77.14,10.67,36.09,766.0,26.5,0.99,3.99,30.86,0.0,0.18,77.0
1046,26.99,72.0,10.11,36.27,750.0,26.38,0.86,3.85,14.76,0.01,0.0,69.0
1047,30.4,57.77,9.61,32.51,669.0,26.54,0.74,3.68,43.16,0.0,0.12,65.0
1048,26.94,65.86,8.67,30.57,601.0,26.59,0.91,4.15,37.68,0.01,0.0,68.0
1049,30.7,66.28,5.9,27.55,486.0,26.72,0.93,3.88,39.31,0.05,0.12,66.0
1050,37.93,78.07,9.59,34.47,704.0,26.88,0.95,4.34,34.31,0.02,0.14,76.0
1051,35.72,71.36,5.76,30.34,537.0,26.65,0.89,3.97,37.48,0.0,0.21,81.0
1052,34.96,63.17,8.73,36.57,684.0,26.87,0.71,3.59,19.28,0.01,0.09,64.0
1053,30.66,59.05,11.02,39.44,792.0,26.56,0.92,3.76,15.11,0.01,0.0,68.0
1054,32.21,58.7,10.9,36.61,790.0,26.43,0.91,3.59,17.27,0.01,0.0,62.0
1055,25.79,41.37,12.88,34.1,861.0,26.4,0.89,3.83,3.14,0.0,0.0,60.0
1056,44.84,46.73,12.04,37.02,934.0,26.84,0.85,3.36,15.6,0.01,0.14,65.0
1057,38.07,63.39,11.09,42.75,920.0,27.21,0.98,4.05,28.57,0.0,0.07,87.0
1058,17.64,80.23,12.17,46.1,1007.0,26.78,0.95,3.89,29.13,0.0,0.07,82.0
1092,62.76,83.3,7.0,44.56,816.0,10.45,0.96,3.38,52.72,0.0,0.95,109.0
1105,31.37,71.0,6.82,29.81,622.0,45.45,0.89,3.16,54.29,0.0,0.39,75.0
1106,54.32,63.45,11.14,45.27,1020.0,48.27,0.96,4.91,37.03,0.0,0.32,76.0
1107,37.55,76.54,8.15,36.51,751.0,42.34,1.35,5.74,48.6,0.0,0.3,115.0
1108,36.12,98.69,9.71,43.3,950.0,41.38,0.93,3.51,47.39,0.0,0.25,101.0
1109,34.43,110.99,10.94,44.87,996.0,36.21,1.29,3.2,53.1,0.0,1.11,118.0
1110,38.84,100.57,5.56,33.96,617.0,33.68,0.89,3.35,66.4,0.0,0.23,98.0
1111,41.35,99.23,7.45,41.68,847.0,36.95,0.92,3.47,59.88,0.0,0.22,92.0
1112,46.76,101.11,6.61,37.47,721.0,36.51,0.92,3.58,64.8,0.0,0.29,98.0
1113,37.73,103.52,6.75,39.62,754.0,34.11,1.01,3.66,65.34,0.0,0.39,100.0
1114,55.0,92.99,5.92,38.68,717.0,36.27,1.21,4.22,71.99,0.0,0.36,104.0
1115,33.34,114.17,5.78,38.67,711.0,40.27,1.16,4.32,80.04,0.0,0.37,122.0
1116,33.55,104.31,4.8,33.77,591.0,45.24,1.14,3.97,81.55,0.0,0.26,103.0
1117,39.03,119.95,3.95,34.14,568.0,50.22,1.14,4.24,77.88,0.0,0.44,96.0
1118,48.08,132.27,4.23,35.2,588.0,57.58,1.24,4.59,60.85,0.08,0.39,102.0
1119,45.88,125.43,8.52,44.92,933.0,68.02,1.19,4.59,43.36,0.2,0.39,104.0
1120,39.93,129.02,5.5,33.76,603.0,64.75,1.06,4.19,56.22,0.0,0.35,101.0
1121,39.28,117.17,4.06,32.42,542.0,57.65,0.94,4.24,63.78,0.0,0.39,98.0
1122,47.03,143.26,5.03,36.38,652.0,57.83,1.04,4.21,61.21,0.04,0.46,104.0
1123,39.38,124.79,3.93,30.66,510.0,58.16,0.89,4.28,62.46,0.0,0.29,109.0
1124,33.47,114.19,4.67,36.21,618.0,60.91,1.05,4.17,55.34,0.0,0.29,94.0
1125,53.56,115.21,4.15,32.79,546.0,70.16,0.99,3.89,56.31,0.0,0.4,99.0
1126,37.93,112.97,4.4,36.09,615.0,73.36,1.06,4.07,52.6,0.0,0.46,109.0
1127,33.99,106.5,9.03,49.14,1011.0,81.64,1.08,5.01,41.2,0.0,0.41,94.0
1128,29.63,103.77,5.9,42.78,791.0,75.97,1.44,4.38,49.36,0.0,1.34,118.0
1129,28.81,104.97,4.62,33.25,560.0,75.86,1.04,6.48,46.48,0.0,0.24,88.0
1130,23.31,99.74,4.32,32.25,503.0,60.26,0.93,12.74,42.53,0.01,0.02,87.0
1131,29.23,94.58,5.35,32.53,567.0,74.39,0.95,3.37,40.8,0.0,0.18,81.0
1132,32.55,98.75,3.97,29.05,478.0,83.02,0.89,3.52,40.51,0.0,0.26,85.0
1133,30.93,95.75,5.67,30.04,538.0,89.31,0.94,3.22,25.11,0.0,0.07,79.0
1134,35.48,87.19,13.58,45.34,1051.0,94.19,1.1,4.2,27.4,0.0,0.25,80.0
1135,37.87,96.52,7.72,43.01,872.0,98.39,1.01,4.36,30.91,2.62,2.58,95.0
1136,30.34,84.89,8.37,39.51,823.0,90.65,0.99,6.63,25.27,1.74,4.2,83.0
1137,28.29,96.63,5.06,23.84,373.0,62.54,0.88,3.42,38.11,0.64,0.92,76.0
1254,19.28,21.36,9.94,15.8,466.0,18.55,0.91,6.23,11.05,0.05,0.64,50.0
1261,61.43,33.51,9.95,23.54,664.0,54.13,1.01,3.21,18.53,0.85,1.74,83.0
1262,22.24,43.59,9.44,18.63,611.0,65.66,1.09,3.24,13.77,1.22,2.42,106.0
1263,17.38,42.66,9.08,15.39,538.0,65.85,1.06,3.83,8.71,0.88,1.8,55.0
1264,13.38,100.6,9.51,14.75,582.0,52.88,1.15,4.93,11.02,0.78,1.56,69.0
1265,32.62,100.12,8.27,12.51,489.0,39.88,1.06,4.53,14.71,0.64,1.24,81.0
1266,13.64,73.69,8.31,14.01,512.0,39.82,1.06,4.83,21.95,0.57,1.2,69.0
1267,16.71,76.66,7.76,20.26,622.0,39.87,1.02,5.1,25.83,0.53,1.18,64.0
1268,18.94,79.08,10.67,31.69,894.0,40.19,1.02,4.68,26.92,0.53,1.22,64.0
1269,23.76,55.83,9.93,23.67,683.0,43.21,1.03,4.7,17.71,0.68,1.45,66.0
1270,21.84,73.73,7.93,15.51,533.0,43.75,0.98,4.64,15.09,0.3,0.83,64.0
1271,51.82,70.62,6.93,14.77,431.0,39.41,1.01,4.79,14.73,0.36,1.09,87.0
1272,32.62,56.97,5.69,13.9,322.0,42.98,0.93,4.78,18.29,0.34,0.86,92.0
1273,11.68,42.25,4.95,15.17,287.0,42.71,1.02,4.87,16.43,0.36,0.93,60.0
1274,9.23,34.44,6.3,17.93,376.0,42.01,0.99,5.5,15.6,0.5,1.13,57.0
1275,11.93,44.86,10.26,17.94,496.0,37.54,0.99,5.95,17.84,0.54,1.32,51.0
1276,18.23,65.8,32.78,33.04,1214.0,26.36,1.0,6.63,10.67,0.88,2.0,66.0
1277,19.15,64.03,24.59,22.68,1055.0,26.09,0.89,6.11,11.29,2.3,5.82,72.0
1278,16.29,55.13,28.13,27.31,1043.0,24.06,0.88,6.9,16.14,0.64,2.13,63.0
1279,21.63,62.68,23.02,20.07,935.0,20.48,0.87,7.51,16.04,0.66,3.0,63.0
1280,18.55,71.37,17.71,15.35,716.0,22.71,0.79,6.49,14.42,0.58,3.48,60.0
1281,20.36,74.52,17.18,17.48,742.0,21.44,0.82,6.47,15.83,0.55,3.5,61.0
1282,21.44,58.91,17.06,16.86,729.0,22.71,0.86,6.63,15.59,0.52,3.34,65.0
1283,15.56,38.84,13.94,17.49,691.0,22.06,0.76,7.2,18.73,0.5,3.18,56.0
1284,22.83,42.49,13.04,14.5,551.0,22.05,0.89,7.09,16.35,0.51,3.42,62.0
1285,21.11,56.44,20.04,18.16,902.0,22.46,0.88,7.5,13.71,0.6,3.99,66.0
1286,36.65,52.63,19.76,20.32,915.0,20.65,0.87,7.49,14.05,0.51,4.06,63.0
1287,20.8,53.13,17.69,16.23,780.0,22.12,0.9,8.27,14.5,0.44,3.75,78.0
1288,17.82,51.19,15.33,14.74,595.0,21.33,0.75,8.6,15.79,0.44,3.11,56.0
1289,16.63,47.82,12.73,15.78,590.0,23.13,0.78,7.14,18.07,0.42,3.04,53.0
1290,18.87,60.54,16.04,15.81,679.0,21.52,0.75,7.47,16.19,0.49,2.98,57.0
1291,17.08,63.33,12.09,12.25,452.0,20.98,0.71,6.66,17.01,0.33,2.35,62.0
1292,19.93,47.19,19.67,16.2,809.0,21.92,0.8,7.32,13.25,0.45,2.77,59.0
1293,16.98,53.45,10.93,15.05,452.0,23.5,0.82,7.56,18.52,0.5,3.37,60.0
1294,18.83,56.14,6.08,13.81,272.0,21.62,0.8,7.75,17.83,0.58,3.5,57.0
1295,16.82,43.02,6.33,16.04,339.0,20.52,0.86,7.58,18.19,0.61,3.1,59.0
1296,15.52,41.94,6.5,16.03,314.0,20.52,0.83,7.49,22.36,0.49,2.74,52.0
1297,17.44,52.67,6.02,17.69,342.0,20.49,0.83,7.68,21.97,0.5,3.07,59.0
1298,18.63,67.89,5.71,14.94,270.0,20.14,0.85,8.01,21.53,0.36,2.92,60.0
1299,19.86,51.56,9.81,18.69,514.0,21.94,0.87,7.9,15.16,0.56,3.55,65.0
1300,17.85,50.14,7.46,16.37,415.0,25.82,0.92,7.08,13.77,0.56,3.67,64.0
1301,17.62,44.75,8.78,18.57,577.0,23.36,0.94,7.68,12.29,0.73,6.09,59.0
1302,20.0,55.87,12.84,28.4,1101.0,20.06,0.83,7.55,13.43,0.61,3.7,65.0
1303,22.28,64.9,8.27,21.86,692.0,18.75,0.76,7.46,15.22,0.61,3.91,68.0
1304,21.05,64.54,6.85,17.94,417.0,18.96,0.77,6.84,16.19,0.38,2.97,59.0
1305,20.1,57.53,6.38,15.62,353.0,20.18,0.79,6.51,15.94,0.38,2.79,66.0
1306,22.92,65.5,15.82,18.15,716.0,22.04,0.97,7.18,14.61,0.66,3.24,64.0
1307,20.96,67.39,16.68,19.01,851.0,22.48,0.75,6.44,15.43,0.48,3.1,62.0
1308,20.59,68.6,17.54,22.78,975.0,21.15,0.83,6.0,14.61,0.55,3.09,66.0
1309,20.73,68.41,12.55,19.33,744.0,20.75,0.83,6.28,15.23,0.4,2.59,68.0
1310,23.34,71.35,17.03,18.78,864.0,20.61,0.9,6.5,12.05,1.27,3.96,72.0
1311,27.61,94.02,23.36,18.82,1027.0,20.08,0.9,6.8,12.14,0.59,3.09,77.0
1312,20.75,81.19,17.45,15.27,736.0,19.42,0.83,7.15,13.44,0.4,2.68,77.0
1313,23.63,66.31,18.79,18.0,849.0,19.36,0.78,5.94,14.22,0.53,2.77,67.0
1314,18.24,59.59,18.82,18.39,859.0,19.67,0.81,6.18,13.14,0.47,2.71,67.0
1315,18.35,43.88,24.08,20.05,1030.0,19.55,0.87,6.68,11.18,0.53,3.37,60.0
1316,17.33,55.07,21.68,17.68,925.0,20.98,0.83,6.27,13.65,0.56,3.4,58.0
1317,18.24,59.31,23.38,16.8,953.0,19.74,0.79,7.52,11.75,0.54,3.42,60.0
1318,18.6,46.24,23.61,17.12,948.0,19.86,0.78,6.44,11.75,0.62,3.17,56.0
1319,10.61,35.22,16.83,13.53,626.0,18.86,0.77,6.96,12.48,0.6,2.52,57.0
1320,11.4,39.72,18.47,15.3,814.0,18.9,0.8,5.96,11.69,0.45,2.52,53.0
1321,13.1,31.87,20.8,17.12,984.0,18.01,0.89,6.34,11.02,0.53,2.73,60.0
1322,15.35,36.24,17.91,15.93,840.0,19.41,0.85,6.35,11.1,0.46,2.75,59.0
1323,12.86,38.58,14.92,16.13,741.0,20.34,0.68,5.58,15.54,0.37,2.17,52.0
1324,16.77,52.28,16.77,15.35,799.0,17.01,0.67,5.76,14.21,0.41,2.41,48.0
1325,20.09,65.73,15.73,15.9,772.0,17.14,0.73,6.76,14.37,0.33,2.25,57.0
1326,16.78,52.97,13.99,16.35,758.0,16.94,0.69,6.44,15.56,0.35,2.05,59.0
1327,24.78,67.41,19.12,18.52,998.0,19.27,0.74,6.65,14.54,0.41,2.12,53.0
1328,20.61,77.55,18.5,17.55,961.0,22.57,0.77,5.95,16.38,0.44,1.74,69.0
1329,20.75,74.0,19.51,17.29,993.0,21.02,0.78,6.92,16.23,0.38,1.78,65.0
1330,17.29,52.66,22.31,17.95,1065.0,21.4,0.9,7.32,13.6,0.43,2.12,63.0
1331,18.74,60.28,22.92,18.94,1132.0,21.91,0.82,7.81,12.61,0.54,2.52,62.0
1332,22.36,75.89,24.38,19.62,1175.0,25.09,0.92,7.61,12.01,0.5,2.19,67.0
1333,18.42,60.03,21.34,18.03,1028.0,23.73,0.93,7.07,13.19,0.29,1.83,70.0
1334,19.86,64.68,25.62,19.41,1180.0,24.91,0.86,7.09,10.61,0.43,2.13,62.0
1335,21.93,63.28,20.83,18.83,1043.0,22.82,0.81,6.5,12.42,0.3,2.02,64.0
1336,20.52,49.08,16.42,18.42,1009.0,21.16,0.87,6.94,10.52,0.48,2.93,68.0
1337,23.33,66.23,22.69,17.92,1070.0,19.65,0.79,7.56,11.59,0.32,2.43,68.0
1338,19.74,57.18,24.42,23.85,1209.0,24.71,0.83,7.34,12.01,0.33,2.33,64.0
1339,23.62,78.59,18.31,18.76,954.0,22.74,0.8,7.25,15.32,0.29,2.03,68.0
1340,21.84,69.2,16.09,17.44,836.0,19.52,0.76,8.3,17.84,0.27,2.0,66.0
1341,25.06,73.19,24.51,20.87,1171.0,18.8,0.87,8.66,16.89,0.33,2.25,63.0
1342,32.78,81.02,21.82,26.03,1196.0,21.32,0.91,8.63,18.24,0.97,3.29,76.0
1343,25.32,77.04,19.25,21.06,1045.0,20.18,0.85,7.69,18.23,0.31,2.47,78.0
1344,25.21,71.56,20.52,21.41,1092.0,19.48,0.8,8.53,17.79,0.31,2.16,66.0
1345,27.2,66.34,20.06,20.41,1050.0,19.09,0.79,8.27,16.77,0.35,2.18,70.0
1346,18.32,47.45,9.29,19.4,702.0,18.31,0.75,7.58,17.16,0.18,1.77,63.0
1347,19.07,56.66,9.72,23.74,811.0,19.12,0.82,7.65,23.36,0.23,1.83,64.0
1348,28.1,72.52,8.51,29.62,922.0,23.38,0.96,7.71,21.64,0.36,2.42,73.0
1349,30.34,79.46,12.1,34.78,1159.0,24.82,0.95,6.95,32.98,0.46,3.12,90.0
1350,24.47,73.31,16.57,38.97,1252.0,22.64,0.96,7.44,33.73,0.39,2.72,91.0
1351,29.84,76.26,14.04,38.83,1219.0,26.39,0.99,8.27,21.83,0.43,2.93,88.0
1352,27.72,76.6,14.95,42.11,1254.0,30.61,0.98,7.55,32.17,0.43,2.77,94.0
1353,24.1,56.2,15.31,40.13,1248.0,26.97,0.95,7.46,25.3,0.35,3.2,77.0
1354,24.43,55.34,26.3,35.93,1283.0,25.87,0.96,8.26,19.68,0.42,3.32,73.0
1355,19.03,49.62,23.91,30.55,1246.0,23.55,0.83,7.87,11.82,0.39,2.78,74.0
1356,19.86,64.1,17.97,24.34,1069.0,23.56,0.76,7.24,13.4,0.41,2.25,65.0
1357,20.21,69.15,12.96,23.2,946.0,20.72,0.76,7.82,16.89,0.33,1.75,65.0
1358,25.55,74.65,28.53,41.9,1332.0,20.6,0.89,7.22,18.67,1.01,3.09,79.0
1359,26.75,81.33,15.97,33.38,1193.0,21.57,0.8,6.83,19.11,0.56,2.33,87.0
1360,24.45,80.93,21.53,30.37,1234.0,20.87,0.83,7.24,21.83,0.72,2.77,77.0
1361,30.84,75.04,13.19,38.12,1221.0,24.26,0.85,7.1,26.8,0.56,2.49,87.0
1362,22.6,56.12,16.43,35.0,1201.0,22.95,0.93,6.7,29.89,0.71,2.62,85.0
1363,26.76,63.24,19.45,40.97,1273.0,20.27,0.99,6.79,22.54,1.01,3.04,78.0
1364,31.25,76.66,12.51,28.45,1053.0,17.5,0.87,6.76,23.35,0.95,2.57,85.0
1365,29.24,72.24,13.98,30.94,1185.0,14.07,0.94,6.59,20.67,1.03,2.73,80.0
1366,26.36,77.69,13.23,27.64,1127.0,15.1,0.8,6.14,14.86,0.53,2.04,78.0
1367,17.35,64.18,13.34,25.67,1099.0,13.5,0.79,6.06,12.5,0.47,1.68,75.0
1368,25.28,62.82,13.1,23.56,1013.0,15.14,0.81,5.67,16.11,0.4,1.53,70.0
1369,21.61,66.61,14.5,25.53,1120.0,14.76,0.87,6.59,18.94,0.31,1.44,82.0
1370,14.51,51.79,11.08,19.67,867.0,13.69,0.74,6.36,15.9,0.23,1.19,67.0
1371,15.17,52.6,12.05,20.76,910.0,13.57,0.76,6.27,16.22,0.18,1.04,65.0
1372,21.47,46.9,16.7,21.67,1082.0,13.65,0.8,6.52,8.9,0.32,1.3,65.0
1373,13.99,40.41,15.24,19.47,956.0,14.61,0.78,6.96,11.69,0.25,1.18,62.0
1374,14.0,42.0,14.33,19.84,955.0,12.98,0.78,6.52,10.5,0.32,1.3,56.0
1375,20.86,69.05,13.17,23.91,1067.0,14.74,0.74,6.73,16.31,0.23,0.81,62.0
1376,32.94,96.04,12.11,26.49,1124.0,15.77,0.79,6.84,18.26,0.38,1.0,73.0
1377,31.82,91.63,14.75,32.27,1247.0,14.37,0.85,6.89,22.25,0.94,2.0,80.0
1378,40.93,109.21,18.56,34.32,1291.0,14.9,0.81,6.48,23.46,2.07,3.07,93.0
1379,55.08,147.26,30.58,43.63,1353.0,15.2,0.99,6.55,21.65,2.79,5.59,110.0
1380,56.31,151.57,30.12,44.04,1348.0,14.22,0.93,6.53,22.96,1.46,3.95,115.0
1381,72.74,158.69,23.04,41.95,1343.0,16.09,0.9,6.35,28.02,1.68,3.7,167.0
1382,48.48,100.3,6.99,26.49,917.0,13.1,0.8,6.28,34.33,0.72,2.36,116.0
1383,41.44,88.52,9.88,28.25,1034.0,14.07,0.88,6.36,23.25,1.32,3.76,88.0
1384,35.37,94.07,10.95,26.88,1015.0,12.5,0.74,6.52,19.06,0.31,1.66,90.0
1385,19.99,51.83,14.07,22.81,1078.0,11.95,0.75,6.56,18.23,0.9,2.12,75.0
1386,62.95,55.23,14.0,28.34,1198.0,12.18,0.82,6.45,21.13,0.78,2.22,116.0
1387,20.75,61.94,9.89,21.84,887.0,12.0,0.74,6.31,19.64,0.24,1.06,81.0
1388,25.61,86.65,10.61,25.93,1024.0,11.56,0.75,6.74,27.25,0.15,0.99,71.0
1389,36.42,122.86,14.12,30.1,1206.0,12.67,0.74,7.29,29.37,0.16,0.95,88.0
1390,37.81,132.8,20.84,41.15,1318.0,11.84,1.04,7.54,29.12,0.34,1.6,102.0
1391,49.17,123.18,23.55,43.25,1324.0,13.07,1.16,8.02,24.69,0.59,2.32,119.0
1392,62.67,111.41,19.33,40.4,1292.0,14.23,1.01,8.31,24.3,0.56,1.78,132.0
1393,46.34,121.55,17.54,36.95,1274.0,16.93,1.02,6.52,25.3,0.48,1.87,110.0
1394,50.19,123.42,14.97,40.42,1281.0,22.94,1.01,7.67,30.95,0.46,2.07,101.0
1395,39.65,112.7,15.66,45.83,1317.0,20.03,1.03,6.75,37.95,0.51,2.22,107.0
1396,37.32,96.1,15.03,45.79,1293.0,19.55,0.97,6.29,38.38,0.53,2.61,108.0
1397,36.11,101.84,26.17,56.14,1357.0,18.69,1.12,7.03,35.49,0.76,3.56,103.0
1398,40.12,109.55,31.63,58.13,1362.0,19.22,1.19,6.8,28.94,0.81,3.44,125.0
1399,40.02,106.07,16.33,42.16,1282.0,20.09,1.06,5.81,26.11,0.63,2.78,107.0
1400,20.96,66.49,16.9,31.6,1191.0,16.25,0.95,7.01,23.72,0.44,1.92,92.0
1401,17.57,56.53,12.79,24.14,952.0,16.35,0.96,6.14,16.57,0.36,1.68,84.0
1402,21.42,63.23,11.8,24.36,932.0,16.22,1.1,6.46,20.21,0.32,1.66,82.0
1403,21.84,77.72,9.14,22.91,825.0,15.52,0.82,6.17,27.03,0.29,1.53,74.0
1404,23.98,90.86,11.81,28.89,1081.0,15.31,1.03,6.14,21.7,0.39,1.77,81.0
1405,41.38,116.55,11.41,30.42,1119.0,15.25,1.12,7.11,20.31,0.66,2.3,110.0
1406,57.03,107.56,11.01,31.2,1121.0,15.57,1.04,7.8,27.35,0.46,1.85,97.0
1407,61.98,108.02,14.54,32.99,1204.0,15.34,0.99,7.7,23.63,0.55,2.04,144.0
1408,33.68,98.45,11.58,29.99,1059.0,15.66,0.99,5.77,25.02,0.44,1.88,94.0
1409,50.36,88.44,14.78,35.38,1215.0,17.41,1.05,4.97,29.27,0.76,2.66,96.0
1410,55.48,101.12,16.45,37.67,1258.0,17.68,1.11,5.67,34.04,0.8,2.94,105.0
1411,63.66,120.24,32.73,47.6,1355.0,18.69,1.38,6.65,25.83,1.47,4.39,113.0
1412,71.05,130.84,25.65,50.42,1346.0,18.82,1.46,7.96,28.07,1.87,5.53,143.0
1413,77.53,143.53,40.06,56.64,1364.0,21.93,1.57,7.78,25.98,1.91,5.63,143.0
1414,58.35,105.52,21.57,43.91,1315.0,20.58,1.43,6.5,17.61,1.14,3.95,141.0
1415,25.1,59.99,11.77,28.79,1029.0,18.74,1.05,5.06,19.48,0.33,1.9,88.0
1416,49.2,96.6,7.31,28.7,936.0,17.03,1.02,5.2,35.62,0.36,1.46,84.0
1417,41.2,83.45,9.24,20.87,829.0,16.24,1.01,5.38,26.38,0.21,1.09,91.0
1418,19.95,61.66,13.0,22.54,941.0,14.46,1.1,5.57,13.5,0.28,1.36,77.0
1419,25.85,67.23,15.66,28.52,1142.0,15.63,1.09,5.21,16.08,0.37,1.8,77.0
1420,33.31,71.11,11.66,28.34,1066.0,16.38,1.02,5.74,21.91,0.3,1.85,81.0
1421,17.95,39.52,13.98,24.12,994.0,15.83,1.03,5.89,11.65,0.3,1.81,73.0
1422,25.58,50.78,16.08,27.32,1135.0,18.03,1.11,5.57,11.55,0.34,1.88,79.0
1423,108.3,93.05,11.24,29.96,1064.0,19.59,1.04,5.34,25.36,0.54,1.88,144.0
1424,61.34,106.53,7.46,27.32,899.0,21.03,0.85,5.25,41.24,0.76,1.76,142.0
1425,71.66,119.7,7.78,30.65,982.0,21.13,0.83,5.65,58.03,0.8,1.79,124.0
1426,54.73,137.9,19.16,36.44,1172.0,41.22,0.84,5.5,62.99,0.78,1.68,127.0
1427,59.58,112.2,10.19,29.98,1063.0,21.36,0.89,5.6,52.81,0.82,1.97,127.0
1428,42.06,86.54,11.35,25.48,945.0,18.27,0.93,5.48,42.35,0.82,2.22,119.0
1429,43.16,79.92,10.45,28.44,1003.0,20.64,0.89,5.46,47.85,0.61,1.86,94.0
1430,40.67,83.54,12.57,31.03,1128.0,20.42,0.97,5.49,50.45,0.83,2.38,86.0
1431,28.25,68.25,9.29,24.59,912.0,18.89,0.79,6.21,59.89,0.77,1.81,92.0
1432,33.56,69.43,11.16,25.62,972.0,18.51,0.8,6.78,43.92,0.8,1.81,73.0
1433,25.83,74.27,15.31,26.42,1112.0,18.98,0.89,5.86,24.11,0.6,2.02,75.0
1434,51.43,64.2,13.6,23.94,1002.0,18.26,0.87,5.69,26.63,0.62,1.85,106.0
1435,29.32,81.35,13.52,29.76,1086.0,17.66,0.9,6.47,35.15,0.58,2.1,87.0
1436,37.49,150.02,16.07,31.25,1117.0,17.51,0.93,5.9,33.42,0.61,2.26,90.0
1437,61.0,98.66,9.36,33.48,918.0,15.46,0.78,5.86,52.77,0.64,1.87,119.0
1438,63.28,110.14,5.87,23.23,584.0,11.87,0.75,7.38,80.57,0.6,1.61,128.0
1439,75.78,137.41,9.79,30.66,1023.0,15.23,1.04,5.77,76.51,0.61,2.29,157.0
1440,88.98,177.97,12.13,38.55,1218.0,20.08,1.08,5.94,69.85,0.7,2.86,180.0
1441,78.59,142.62,11.17,40.02,1224.0,19.75,1.05,6.32,66.64,0.85,2.8,179.0
1442,67.36,103.83,10.53,36.8,1186.0,19.05,1.03,6.32,59.79,0.91,2.45,148.0
1443,48.45,84.47,12.96,36.41,1202.0,18.13,0.97,6.57,50.06,0.82,2.25,103.0
1444,47.62,81.06,15.51,35.48,1223.0,18.23,0.96,6.24,48.1,0.77,2.16,85.0
1445,64.42,109.67,13.08,40.02,1210.0,16.93,0.98,6.45,73.64,0.74,2.09,112.0
1446,86.94,140.52,39.83,54.92,1363.0,18.74,1.29,7.69,51.64,1.11,2.73,146.0
1447,98.84,181.41,60.14,63.57,1369.0,24.42,1.72,5.98,38.34,1.46,5.51,225.0
1448,61.84,132.37,15.76,47.79,1290.0,21.56,1.11,6.12,57.86,0.86,2.9,142.0
1449,45.7,105.66,11.87,35.34,1150.0,19.31,0.83,6.04,64.96,0.78,2.43,130.0
1450,51.63,106.8,22.16,38.9,1294.0,18.56,0.99,5.88,56.78,0.87,2.56,116.0
1451,42.57,93.24,12.09,35.19,1148.0,17.98,0.91,6.01,41.65,0.75,2.47,109.0
1452,37.34,86.46,9.1,23.96,824.0,16.35,0.82,4.98,46.25,0.67,2.01,87.0
1453,43.13,85.68,10.4,27.87,964.0,15.77,0.85,5.33,41.44,0.75,1.9,79.0
1454,57.89,102.48,10.72,33.44,1109.0,16.55,0.93,5.24,54.0,0.82,2.16,103.0
1455,59.38,100.47,10.07,33.7,1107.0,16.61,1.01,5.27,55.22,0.71,1.95,118.0
1456,57.28,107.8,12.41,31.17,1129.0,16.37,0.9,5.67,55.3,0.38,1.66,117.0
1457,68.37,111.01,9.44,31.77,1046.0,17.22,0.91,6.12,57.62,0.37,1.31,123.0
1458,65.81,106.31,11.15,31.32,1083.0,17.7,0.89,6.07,47.62,0.28,1.11,124.0
1459,64.29,100.07,8.74,28.97,900.0,16.0,0.85,5.34,64.73,0.24,0.9,127.0
1460,63.77,107.44,15.48,37.46,1240.0,16.72,1.02,7.25,55.18,0.39,1.44,123.0
1461,61.55,107.76,14.75,38.19,1244.0,17.97,0.98,8.29,56.91,0.33,1.24,128.0
1462,47.27,92.47,12.94,39.73,1247.0,20.45,1.06,10.22,51.25,0.32,1.25,103.0
1463,48.86,96.42,16.74,46.55,1323.0,29.72,1.01,8.15,46.4,0.4,1.66,101.0
1464,51.35,105.52,17.37,45.87,1309.0,24.95,1.09,5.76,41.42,0.53,1.66,106.0
