Date,PM2.5,PM10,NO,NH3,CO,SO2,AQI_Bucket,AQI
01-01-2015,,,3.26,20.36,0.33,3.54,,
02-01-2015,,,6.05,23.74,1.35,3.97,,
03-01-2015,,,11.91,4.32,17.4,13.61,,
04-01-2015,,,7.45,0.87,5.05,6.52,,
05-01-2015,,,9.52,31.38,1.83,4.71,,
06-01-2015,,,6.6,26.35,0.52,4.42,,
07-01-2015,,,22.6,22.73,1.46,5.13,,
08-01-2015,,,7.5,38.67,2.3,7.07,,
09-01-2015,,,6.75,23.48,0.54,12.84,,
10-01-2015,,,3.38,34.17,1.69,3.08,,
11-01-2015,,,3.97,29.74,2.59,8.2,,
12-01-2015,,,10.85,41.39,0.61,7.16,,
13-01-2015,,,10.65,35.34,0.63,6.51,,
14-01-2015,,,9.09,39.82,1.83,8.66,,
15-01-2015,,,6.79,21.43,3.29,6.24,,
16-01-2015,,,10.74,10.27,16.41,19.28,,
17-01-2015,,,8.17,11.05,15.98,24.91,,
18-01-2015,,,6.16,14.23,9.04,22.18,,
19-01-2015,,,7.83,13.47,8.09,27.99,,
20-01-2015,,,10.44,7.29,4.05,92.66,,
21-01-2015,,,7.02,5.07,18.3,82.07,,
22-01-2015,,,17.15,3.65,3.32,57.51,,
23-01-2015,,,3.8,10.06,5.04,27.33,,
24-01-2015,,,4.77,14.88,2.42,6.47,,
25-01-2015,,,3.19,15.42,3.39,3.32,,
26-01-2015,,,2.27,16.63,5.39,2.95,,
27-01-2015,,,10.92,18.57,1.71,3.09,,
28-01-2015,,,6.31,16.15,4.87,6.53,,
29-01-2015,,,86.9,16.4,2.26,3.03,,
30-01-2015,,,62.22,13.32,1.06,24.31,,
31-01-2015,,,36.24,7.77,0.46,29.18,,
01-02-2015,,,2.99,7.48,0.36,7.36,,
02-02-2015,,,5.83,11.33,0.46,6.14,,
03-02-2015,,,4.56,11.78,0.59,5.02,,
04-02-2015,,,5.92,11.88,1.08,4.46,,
05-02-2015,,,12.17,11.11,0.59,7.65,,
06-02-2015,,,5.04,11.71,0.5,3.12,,
07-02-2015,,,10.59,12.88,1.45,5.51,,
08-02-2015,,,7.18,8.84,0.45,7.25,,
09-02-2015,,,3.78,13.61,0.64,3.37,,
10-02-2015,,,4.97,13.04,0.77,1.04,,
11-02-2015,,,10.52,12.44,0.57,1.64,,
12-02-2015,,,10.1,26.22,0.96,12.98,,
13-02-2015,,,16.74,19.31,1.32,7.56,,
14-02-2015,,,11.29,17.14,0.9,5.18,,
15-02-2015,,,4.71,11.14,0.76,4.82,,
16-02-2015,,,10.65,10.67,2.35,3.84,,
17-02-2015,,,15.95,4.66,0.83,13.39,,
18-02-2015,,,17.48,6.34,3.23,17.62,,
19-02-2015,,,14.46,19.81,2.18,11.15,,
20-02-2015,,,10,31.1,6.95,12.52,,
21-02-2015,,,4.77,12.5,8.98,14.25,,
22-02-2015,,,8.27,13.56,6.28,13.11,,
23-02-2015,,,7.39,15.44,13.56,11.93,,
24-02-2015,,,13.49,17.21,4.78,5.76,,
25-02-2015,,,13.88,21.85,1.49,6.5,,
26-02-2015,,,9.7,17.22,1.24,7.13,,
27-02-2015,,,6.52,20.09,1.14,4,,
28-02-2015,,,2.94,17.43,1.38,2.82,,
01-03-2015,,,2.52,15.23,0.48,6.93,,
02-03-2015,,,4.23,33.23,3.56,6.72,,
03-03-2015,,,7.81,30.4,14.67,8.6,,
04-03-2015,,,4.75,12.44,3.39,5.99,,
05-03-2015,,,11.53,6.9,29.33,8.79,,
06-03-2015,,,5.94,6.3,23.53,16.03,,
07-03-2015,,,7.08,6.46,25.7,12.69,,
08-03-2015,,,5.24,11.83,16.01,11.89,,
09-03-2015,,,6.85,23.32,25.5,11.47,,
10-03-2015,,,4.95,21.54,1.08,3.17,,
11-03-2015,,,8.59,30.29,1.33,2.86,,
12-03-2015,,,5.47,23.55,1.9,1.67,,
13-03-2015,,,8.1,13.57,13.01,7.84,,
14-03-2015,,,12.44,1.12,18.28,19.64,,
15-03-2015,,,9.08,3.79,29.93,16.57,,
16-03-2015,,,12.37,4.81,25.25,30.13,,
17-03-2015,,,13.81,21.65,17.79,11.89,,
18-03-2015,,,35.23,20.82,6.17,3.76,,
19-03-2015,,,17.05,29.11,15.98,47.19,,
20-03-2015,30.65,,3.36,27.2,4.55,2.76,,
21-03-2015,48.59,,3.47,28.02,3.89,1.94,Satisfactory,91
22-03-2015,47.38,,2.84,23.19,11.29,2.05,Moderate,120
23-03-2015,65.65,,3.1,27.76,9.95,6.3,Moderate,154
24-03-2015,60.47,,5.39,35.1,1.46,6.07,Moderate,119
25-03-2015,62.56,,3.16,27.13,10.05,4.98,Poor,232
26-03-2015,60.73,,4.16,34.71,1.44,1.67,Moderate,132
27-03-2015,42.1,,4.01,30.96,2.85,2.46,Moderate,123
28-03-2015,40,,2.93,28.74,8.07,2.5,Moderate,152
29-03-2015,32.16,,2.38,21.5,8.53,2.08,Moderate,143
30-03-2015,30.78,,2.68,26.96,1.46,2.63,Satisfactory,80
31-03-2015,38.99,,2.6,27.52,1.79,2.79,Satisfactory,90
01-04-2015,36.42,,2.68,31.37,9.6,3.17,Moderate,151
02-04-2015,38.15,,4.24,43.09,4.06,7.65,Moderate,123
03-04-2015,35.11,,2.63,26.04,5.34,2.32,Moderate,178
04-04-2015,36.68,,3.63,40.71,1.47,3.29,Moderate,101
05-04-2015,36.92,,2.2,26.22,9.58,4.07,Moderate,160
06-04-2015,31.78,,2.48,22.34,0.55,7.22,Satisfactory,71
07-04-2015,37.25,,2.86,17.78,2.3,5.88,Satisfactory,76
08-04-2015,29.8,,2.59,24.2,6.84,1.84,Moderate,153
09-04-2015,25.06,,3.21,29.83,5.82,2.6,Satisfactory,80
10-04-2015,24.4,,6.87,23.17,5.19,2.03,Moderate,129
11-04-2015,32.08,,6.6,30.95,1.7,3.22,Moderate,107
12-04-2015,19.72,,1.81,34.85,2.65,5.16,Moderate,122
13-04-2015,17.03,,2.17,34.3,2.23,2.75,Satisfactory,85
14-04-2015,19.73,,2.26,27.48,1.4,4.66,Satisfactory,62
15-04-2015,22.52,,6.71,15.15,5.45,4.9,Moderate,177
16-04-2015,21.36,,2.86,16.61,0.97,29.11,Moderate,152
17-04-2015,24.35,,3.06,38.54,12.93,2.58,Poor,210
18-04-2015,18.33,,2.4,21.02,3.84,3.99,Moderate,170
19-04-2015,17.66,,1.85,21.93,0.48,2.49,Moderate,135
20-04-2015,27.46,,2.53,24.78,4.58,5.53,Moderate,118
21-04-2015,27.94,,3.8,17.34,6.14,4.43,Moderate,127
22-04-2015,23.81,,4.01,5.42,,26.42,Good,47
23-04-2015,23.11,,4.16,18.77,3.65,12.35,Good,44
24-04-2015,15.12,,4.35,35.77,1.13,5.12,Satisfactory,67
25-04-2015,19.59,,4.35,17.93,3.1,26.92,Good,44
26-04-2015,69.85,,8.6,15.8,1.22,15.91,Satisfactory,82
27-04-2015,24.62,,3.77,13.92,1.26,18.89,Moderate,156
28-04-2015,32.92,,7.12,11.62,2.31,14.79,Satisfactory,96
29-04-2015,44.53,,7.24,11.4,1.34,8.34,Satisfactory,72
30-04-2015,26.68,,3.79,10.15,,11.54,Moderate,117
01-05-2015,39.06,,3.45,6.09,1.59,4.96,Satisfactory,67
02-05-2015,50.83,,5.74,21.03,4.44,2.99,Poor,217
03-05-2015,62.58,,5.03,14.62,1.32,7.47,Satisfactory,64
04-05-2015,45.26,,5.21,18.09,4.17,6.79,Moderate,162
05-05-2015,40.37,,9.03,5.94,0,8.6,Satisfactory,75
06-05-2015,43.21,,8.24,10.23,28.28,11.77,Moderate,141
07-05-2015,41.53,,5.74,15.4,0.5,4.67,Satisfactory,70
08-05-2015,27.85,,5.82,14.93,4.82,7.18,Moderate,142
09-05-2015,36.83,,4.6,17.12,23.56,6.64,Moderate,140
10-05-2015,40.81,,6.5,14.21,2.57,3.46,Satisfactory,71
11-05-2015,36.11,,6.97,15.84,0.3,11.84,Satisfactory,66
12-05-2015,28.76,,8.95,15.13,,2.96,Satisfactory,56
13-05-2015,40.74,,8.61,14.66,0,2.77,Good,45
14-05-2015,23.77,,6.77,14.28,1.19,2.83,Satisfactory,61
15-05-2015,17.34,,5.26,18.55,2.06,3.08,Satisfactory,70
16-05-2015,30.45,,5.23,24.08,1.19,3.9,Satisfactory,59
17-05-2015,15.8,,5.08,14.2,12.23,5.8,Moderate,125
18-05-2015,20.12,,6.65,13.27,12.77,5.83,Moderate,106
19-05-2015,25.27,,10.97,17.26,1.14,3.92,Satisfactory,84
20-05-2015,26.7,,4.76,15.5,1.26,4.24,Satisfactory,57
21-05-2015,27.84,,6.01,13.64,1.21,4.38,Satisfactory,56
22-05-2015,29.52,,5.09,12.62,10.68,4.89,Moderate,140
23-05-2015,27.97,,6.23,11.58,17.21,12.38,Moderate,156
24-05-2015,28.17,,4.91,5.01,9.13,3.98,Moderate,156
25-05-2015,27.71,,4.01,3.25,4.19,4.81,Moderate,111
26-05-2015,28.01,,2.74,0.28,4.21,3.92,Moderate,158
27-05-2015,31.7,,2.97,2.77,4.79,4.02,Satisfactory,93
28-05-2015,48.08,,12.38,4.91,1.22,0.96,Satisfactory,97
29-05-2015,30.77,,6.31,4.88,1.4,0.92,Satisfactory,94
30-05-2015,26.15,,0.95,5.61,4.52,7.13,Moderate,147
31-05-2015,40.71,,0.75,2.89,2.84,4.24,Satisfactory,100
01-06-2015,23.69,,1.65,2.34,1.7,6.9,Moderate,101
02-06-2015,23.95,,0.46,2.31,1.77,7.93,Satisfactory,84
03-06-2015,21.51,,1.59,2.21,1.52,4.44,Satisfactory,84
04-06-2015,25.56,,1.14,1.93,1.4,4.47,Satisfactory,74
05-06-2015,22.41,,2.59,18.87,5.65,5.85,Moderate,130
06-06-2015,16.02,,4.7,30.36,1.78,11.64,Satisfactory,74
07-06-2015,12.69,,4.38,28,4.45,4.22,Satisfactory,74
08-06-2015,13.29,,4.82,23.12,3.93,17.45,Moderate,162
09-06-2015,12.11,,6.72,25.86,1.4,15.06,Satisfactory,55
10-06-2015,13.66,,3.61,21.15,1.96,6.09,Satisfactory,72
11-06-2015,14.56,,3.34,20.88,1.54,11.59,Satisfactory,66
12-06-2015,14.76,,3.2,5.29,1.89,10.35,Satisfactory,81
13-06-2015,12.29,,2.53,7.02,3.21,15,Satisfactory,94
14-06-2015,11.72,,1.76,7.86,2.36,1.96,Moderate,128
15-06-2015,15.7,,6.3,8.92,1.56,5.04,Satisfactory,86
16-06-2015,22.94,,2.88,9.22,3.74,1.58,Moderate,136
17-06-2015,19.54,,2.19,7,2,4.12,Satisfactory,67
18-06-2015,22.68,,2.8,8.31,1.3,1.35,Good,45
19-06-2015,21.86,,3.91,8.08,1.54,4.34,Satisfactory,70
20-06-2015,18.74,,3.9,7.31,2.89,1.95,Satisfactory,93
21-06-2015,18.81,,3.01,6.89,3.84,2.02,Moderate,166
22-06-2015,15.11,,2.78,27.31,4.29,5.53,Moderate,183
23-06-2015,17.47,,1.74,10.32,2.08,7.51,Moderate,107
24-06-2015,15.92,,0.89,8.75,5.48,5.41,Moderate,140
25-06-2015,13.58,,2,7.95,2.83,5.49,Moderate,107
26-06-2015,14.52,,1.14,7.5,1.75,4.41,Satisfactory,70
27-06-2015,27.25,,0.86,6.4,15.98,10.62,Moderate,165
28-06-2015,20.99,,0.72,6.3,2.03,2.53,Moderate,160
29-06-2015,22.26,,1.23,7.68,5.28,7.62,Poor,209
30-06-2015,23.51,,2.75,8.47,5.01,5.94,Moderate,166
01-07-2015,19.76,,1.24,6.34,6.96,6.28,Moderate,187
02-07-2015,20.24,,2.26,6.42,2.58,5.12,Moderate,162
03-07-2015,17.28,,1.07,5.96,7.52,3.69,Moderate,185
04-07-2015,21.52,,1,5.76,15.9,2.76,Moderate,141
05-07-2015,19.43,,1.13,4.74,20.81,2.29,Poor,225
06-07-2015,19.27,,2.21,26.67,26.99,2.54,Very Poor,309
07-07-2015,23.27,,1.73,10.45,2.86,3.36,Moderate,136
08-07-2015,18.63,,2.96,34.37,7.24,6.25,Moderate,139
09-07-2015,14.52,,5.93,19.3,3.42,3.89,Moderate,161
10-07-2015,12.84,,7.5,21.54,15.1,3.25,Moderate,160
11-07-2015,19.08,,6.5,20.9,2.42,2.39,Moderate,127
12-07-2015,23.45,,5.88,10.15,2.11,1.86,Satisfactory,71
13-07-2015,25.62,,5.21,10.8,27.06,2.84,Poor,246
14-07-2015,27.03,,4.42,10.17,10.62,2.78,Poor,250
15-07-2015,24.09,,5.64,6.08,9.91,4.49,Moderate,176
16-07-2015,23.17,,4.97,10.88,3.56,2.98,Moderate,176
17-07-2015,26.84,,6.18,9.89,1.62,3.46,Satisfactory,55
18-07-2015,19.24,,3.78,11.23,18.69,3.98,Moderate,156
19-07-2015,14.46,,3.76,10.88,12.18,1.66,Moderate,195
20-07-2015,14.3,,5.1,10.46,9.82,2.39,Moderate,197
21-07-2015,19.29,,4.45,10.76,9.35,1.72,Poor,223
22-07-2015,21.39,,4.14,9.67,16.7,2.39,Moderate,182
23-07-2015,45.86,,5.98,10.06,9.44,3.29,Poor,245
24-07-2015,18.38,,3.82,9.15,16.46,10.54,Poor,268
25-07-2015,24.44,,4.63,10.06,2.89,15.96,Satisfactory,51
26-07-2015,25.14,,3.59,8.39,2.42,2.54,Good,49
27-07-2015,13.85,,5.69,8.42,14.36,3.82,Moderate,157
28-07-2015,16.63,,3.66,9.14,12.51,5.27,Moderate,128
29-07-2015,19.04,,3.67,29.6,1.5,4.9,Satisfactory,66
30-07-2015,24.43,,4.59,11.73,1.86,3.15,Moderate,105
31-07-2015,19.16,,5.08,11.91,1.09,3.35,Good,49
01-08-2015,18.18,,4.06,10.3,9.97,2.43,Satisfactory,97
02-08-2015,15.52,,3.48,9.26,37.73,1.86,Poor,257
03-08-2015,18.67,,5.9,10.08,25.13,2.13,Moderate,139
04-08-2015,15.85,,5.74,10.75,9.92,2.6,Satisfactory,95
05-08-2015,18.26,,4.56,10.66,48.07,2.4,Moderate,106
06-08-2015,17.94,,6.02,33.49,3.15,5.94,Satisfactory,89
07-08-2015,21.86,,3.06,26.16,1.16,3.79,Good,44
08-08-2015,46.86,,2.62,23.31,20.25,3.78,Satisfactory,97
09-08-2015,54.42,,1.56,18.3,8.78,2.1,Moderate,187
10-08-2015,21.02,,3.65,23.95,1.82,5.16,Satisfactory,83
11-08-2015,21.1,,2.56,24.12,29,2.96,Moderate,129
12-08-2015,16.64,,3.45,22.52,29.16,7.22,Moderate,128
13-08-2015,14.99,,4.81,22,34.69,2.51,Poor,217
14-08-2015,20.21,,4.54,23.64,35.05,6.15,Poor,277
15-08-2015,18.04,,1.93,18.87,16.67,2.49,Moderate,176
16-08-2015,20.8,,5.06,23.05,9.03,1.32,Poor,206
17-08-2015,15.35,,6.56,50.58,14.55,2.98,Poor,238
18-08-2015,27.31,,4.58,38.79,21.83,2.85,Poor,229
19-08-2015,32.13,,9.89,39.19,9.91,7.14,Poor,236
20-08-2015,23.26,,7.05,30.68,1.31,3.73,Satisfactory,92
21-08-2015,17.9,,3.31,33.06,11.68,6.56,Satisfactory,100
22-08-2015,10.99,,2.95,24.16,1.14,1.07,Satisfactory,97
23-08-2015,12.9,,2.79,23.28,26.54,0.91,Satisfactory,59
24-08-2015,22.29,,4,27.77,1.16,1,Satisfactory,96
25-08-2015,20.06,,5,17.67,4.29,4.38,Moderate,123
26-08-2015,17.38,,4.23,15.18,1.43,1.1,Satisfactory,77
27-08-2015,14.67,,6.76,35.39,2.4,1.13,Satisfactory,57
28-08-2015,18.96,,3.22,26.37,1.96,1.42,Satisfactory,63
29-08-2015,20.56,,4.26,33.75,9.97,2.56,Moderate,174
30-08-2015,17.27,,1.37,26.46,2.76,0.73,Moderate,121
31-08-2015,23.42,,2.6,33.9,5.77,1.24,Satisfactory,92
01-09-2015,24.9,,2.58,33.29,5.26,1.67,Satisfactory,81
02-09-2015,23.54,,1.75,26.12,1.19,2.18,Good,43
03-09-2015,24.49,,2.5,31.79,1.42,2.49,Satisfactory,52
04-09-2015,26.16,,3.72,37.51,1.76,2.12,Satisfactory,72
05-09-2015,27.38,,6.79,54.9,1.47,2.63,Satisfactory,73
06-09-2015,18.38,,2.41,26.75,22.81,1.35,Poor,208
07-09-2015,16.34,,4.12,32.04,9.83,3.08,Moderate,179
08-09-2015,22.47,,6.9,37.31,1.78,5.6,Satisfactory,93
09-09-2015,29.6,,6.75,36.19,13.22,7,Satisfactory,60
10-09-2015,15.21,,6.53,36.3,1.2,3.26,Satisfactory,65
11-09-2015,18.09,,5.32,34.24,3.19,2.85,Satisfactory,60
12-09-2015,16.68,,4.77,30.49,22.32,2.42,Moderate,167
13-09-2015,12.24,,2.59,21.98,19.24,2.08,Moderate,141
14-09-2015,14.99,,5.5,31.7,18.85,2.19,Moderate,175
15-09-2015,11.75,,3.39,23.78,1.06,2.54,Good,41
16-09-2015,11.47,,3.26,24.19,18.66,2.26,Satisfactory,81
17-09-2015,10.93,,2.64,19.64,1.7,1.92,Satisfactory,52
18-09-2015,13.18,,2.99,23.94,1.01,2.34,Good,31
19-09-2015,13.47,,3.25,24.56,8.24,2.85,Moderate,144
20-09-2015,7.32,,3.3,20.84,1.27,1.74,Satisfactory,64
21-09-2015,16.51,,3.86,36.84,2.15,3.01,Satisfactory,51
22-09-2015,28.38,,6.09,35.72,2.21,2.97,Satisfactory,82
23-09-2015,27.74,,3.53,37.81,2.13,2.32,Satisfactory,85
24-09-2015,29.1,,3.31,34.28,2.39,2.37,Satisfactory,89
25-09-2015,17.48,,3.62,30.44,3.05,2.47,Moderate,139
26-09-2015,14.95,,1.98,22.01,2.68,1.46,Moderate,157
27-09-2015,27.29,,10.46,45.07,2.26,1.7,Moderate,155
28-09-2015,19.98,,21.66,76.12,2,1.69,Satisfactory,94
29-09-2015,31.36,,5.95,41.39,2.09,1.72,Satisfactory,100
30-09-2015,35.5,,6.74,29.39,2.71,1.3,Moderate,117
01-10-2015,26.25,,4.82,30.38,1.95,1.45,Moderate,136
02-10-2015,22.3,,3.85,26.74,1.82,4.18,Satisfactory,96
03-10-2015,13.97,,2.64,19.73,1.67,1.6,Moderate,101
04-10-2015,9.63,,3.75,23.54,2.21,1.37,Moderate,128
05-10-2015,28.7,,6.17,31.01,1.96,2.64,Satisfactory,92
06-10-2015,35.04,,6.66,24.52,1.7,4.52,Satisfactory,98
07-10-2015,15.82,,3.63,24.3,1.63,5.29,Moderate,102
08-10-2015,12.14,,5.05,27.54,1.21,8.55,Satisfactory,69
09-10-2015,14.44,,5.96,26.87,1.54,7.68,Satisfactory,54
10-10-2015,12.01,,6.16,27.22,2.66,7.04,Moderate,101
11-10-2015,10.02,,4.91,33.5,3.38,2.26,Moderate,110
12-10-2015,17.14,,7.37,32.02,1.72,2.61,Satisfactory,54
13-10-2015,25.65,,10.14,38.88,1.62,2.54,Satisfactory,77
14-10-2015,31.78,,11.48,39.7,2.5,2.57,Moderate,144
15-10-2015,46.63,,7.75,44.56,1.47,3.74,Satisfactory,90
16-10-2015,49.23,,13.62,42.06,2.12,3.23,Satisfactory,98
17-10-2015,40.76,,5.27,27.48,6.11,2.15,Moderate,173
18-10-2015,31.18,,6.97,35.87,3.03,2.36,Moderate,140
19-10-2015,42.02,,8.97,21.37,1.5,2.71,Satisfactory,76
20-10-2015,43.32,,4.93,5.65,3.91,3.1,Moderate,164
21-10-2015,42.64,,2.42,20.88,1.14,2.14,Satisfactory,88
22-10-2015,55.94,,1.96,33.92,1.31,2.76,Satisfactory,97
23-10-2015,51,,3.37,33.78,1.12,2.37,Moderate,110
24-10-2015,45.13,,1.73,34.86,1.06,2.4,Satisfactory,89
25-10-2015,38.26,,1.74,29.89,,2.05,Satisfactory,81
26-10-2015,47.1,,3.11,37.44,1.19,2.27,Satisfactory,74
27-10-2015,42.92,,3.55,51.9,8.22,3.72,Moderate,157
28-10-2015,36.44,,4.58,26.15,1.18,1.53,Satisfactory,95
29-10-2015,29.17,,6.15,44.06,1.15,1.37,Satisfactory,70
30-10-2015,31.78,,3.59,31.65,3.63,1.55,Moderate,110
31-10-2015,25.77,,1.83,49.74,2.63,3.37,Moderate,191
01-11-2015,29.89,,2.14,18.44,1.13,2.62,Good,49
02-11-2015,28.56,,6.9,23.29,1.36,2.51,Satisfactory,54
03-11-2015,31.05,,8.92,34.87,1.34,2.79,Satisfactory,58
04-11-2015,43.1,,4.09,27.02,3.56,2.44,Satisfactory,65
05-11-2015,30.36,,8.04,61.87,1.24,2.74,Satisfactory,70
06-11-2015,37.22,,3.66,32.2,1.21,2.01,Satisfactory,67
07-11-2015,31.44,70.46,3.03,27.73,1.22,1.94,Satisfactory,60
08-11-2015,31.4,,1.92,21.44,,1.77,Satisfactory,56
09-11-2015,34.92,,0.87,18.46,,1.72,Satisfactory,59
10-11-2015,12.63,43.64,1.46,12.63,1.48,2.05,Satisfactory,51
11-11-2015,48.94,,3.47,22.21,1.07,2.62,Good,49
12-11-2015,63.69,,5.05,21.57,1.82,2.27,Moderate,146
13-11-2015,28.22,153.3,5.8,27.79,2.09,2.69,Satisfactory,61
14-11-2015,42.42,156.84,7.25,21.94,1.56,2.23,Moderate,130
15-11-2015,42.23,59.94,2.83,,1.64,2.16,Satisfactory,99
16-11-2015,16.03,16.77,3.81,,1.61,2.31,Satisfactory,91
17-11-2015,,8.22,4.89,,1.6,2.49,Moderate,116
18-11-2015,19.32,16.42,4.57,25,1.99,2.75,Moderate,126
19-11-2015,21.99,39.86,7.08,41.96,1.73,2.95,Moderate,103
20-11-2015,13.89,31.44,6.84,23.93,1.72,2.5,Satisfactory,74
21-11-2015,16.06,24.35,4.57,21.28,0.94,3.12,Satisfactory,66
22-11-2015,16.97,15.69,3.07,13.92,0.83,2.6,Satisfactory,61
23-11-2015,19.66,36.84,6.47,24.04,1.35,2.83,Satisfactory,75
24-11-2015,20.35,33.97,7.76,26.98,1.36,2.59,Satisfactory,85
25-11-2015,34.39,36.29,8.38,32.75,2.48,3.76,Moderate,141
26-11-2015,43.91,43.65,11.74,55.4,1.52,3.44,Satisfactory,90
27-11-2015,44.14,112.78,7.05,32.33,2.18,4.3,Moderate,126
28-11-2015,44.94,114.34,8.47,32.75,2.3,4.7,Moderate,147
29-11-2015,29.35,75.79,5.72,19.08,1.55,4.55,Satisfactory,87
30-11-2015,15.34,53.7,8.46,21.4,1.13,4.45,Satisfactory,56
01-12-2015,14.18,55.71,12.9,21.81,1.63,5.14,Satisfactory,88
02-12-2015,13.36,33.82,8.24,22,1.7,11.07,Satisfactory,67
03-12-2015,19.86,72.72,11.73,37.08,1.47,8.32,Satisfactory,74
04-12-2015,28.35,102.15,13.06,52.45,2.03,6.08,Moderate,105
05-12-2015,25.04,89.26,9.79,51.77,1.72,5.43,Moderate,103
06-12-2015,29.12,,2.8,41.62,,3.1,Satisfactory,54
07-12-2015,41.16,85.25,10.04,46.07,1.88,5.24,Satisfactory,65
08-12-2015,46.33,82.86,17.24,45.43,1.81,5.81,Moderate,102
09-12-2015,48.01,78.58,16.65,46.15,1.84,4.86,Satisfactory,94
10-12-2015,35.48,58.04,25.04,51.46,1.92,5.27,Satisfactory,86
11-12-2015,32.95,79.07,23.41,26.38,2.07,5.94,Satisfactory,89
12-12-2015,50.19,73.43,18.73,20.93,1.78,5.34,Satisfactory,99
13-12-2015,34.57,64.09,15.68,12.64,1.68,4.79,Satisfactory,92
14-12-2015,52.06,56.71,13.51,11.98,1.33,4.38,Satisfactory,85
15-12-2015,39.67,100.76,5.93,14.1,1.44,2.72,Satisfactory,83
16-12-2015,50.47,56.41,4.71,20.54,1.93,3.65,Satisfactory,92
17-12-2015,41.04,62.41,10.15,22.39,1.55,5.21,Satisfactory,95
18-12-2015,56.62,85.88,24.29,29.2,2.67,6.99,Moderate,103
19-12-2015,42.57,78.99,20.49,21.95,2.08,5.34,Moderate,105
20-12-2015,60.44,65.74,17.24,26.04,1.44,5.29,Satisfactory,97
21-12-2015,48.4,72.52,18.51,30.54,1.18,5.5,Moderate,102
22-12-2015,49.54,84.48,22.95,34.27,1.32,5.61,Moderate,104
23-12-2015,49.42,74.68,20.35,36.34,1.62,5.47,Satisfactory,96
24-12-2015,61.58,81.49,20.86,44.44,1.29,5.38,Moderate,114
25-12-2015,68.48,81.97,17.96,24.77,1.25,5.66,Moderate,110
26-12-2015,57.15,63.84,15.88,18.88,1.2,5.44,Moderate,109
27-12-2015,76.35,76.37,16.45,14.76,1.54,5.71,Moderate,115
28-12-2015,85.66,83.91,22.68,41.98,1.77,6.01,Moderate,149
29-12-2015,49.06,73.13,20.76,24.83,1.58,6.39,Moderate,122
30-12-2015,48.16,74,22.45,21.42,0.85,6.94,Satisfactory,91
31-12-2015,71.06,74.39,20.87,26.49,1.49,7.22,Moderate,131
01-01-2016,56.4,95.08,13.8,14.68,0.69,7.44,Moderate,101
02-01-2016,53.69,93.92,26.49,16.05,0.76,8.67,Satisfactory,92
03-01-2016,62.35,99.34,24.56,16.37,0.96,9.1,Moderate,108
04-01-2016,64.96,104.62,18.56,14.18,0.89,8.87,Moderate,109
05-01-2016,70.15,105.12,23.56,16.97,0.85,9.41,Moderate,114
06-01-2016,68.22,91.74,29.68,16.71,0.93,14.23,Moderate,121
07-01-2016,68.74,74.3,42.37,26.13,0.79,23.65,Moderate,116
08-01-2016,67.9,62.77,46.57,22.84,0.66,14.17,Moderate,117
09-01-2016,79.8,74.11,57.18,21.32,0.79,14.65,Moderate,143
10-01-2016,76.18,63.19,38.5,11.01,0.8,15.02,Moderate,168
11-01-2016,61.48,53.24,23.76,10.72,0.78,11.53,Moderate,122
12-01-2016,73.5,,9.37,12.27,1.3,4.65,Moderate,122
13-01-2016,70.78,160,11.43,12.06,1.02,10.59,Moderate,146
14-01-2016,75.01,172.02,16.92,19.63,0.84,13.99,Moderate,152
15-01-2016,42.84,160.87,11.69,,0.78,17.8,Moderate,119
16-01-2016,77.23,235.32,35.73,16.11,1.02,15.22,Moderate,130
17-01-2016,68.98,149.82,86.51,10.83,0.78,14.5,Poor,253
18-01-2016,73.89,133.08,95.19,16.09,0.97,18.94,Poor,219
19-01-2016,75.45,113.92,44.25,20.9,0.98,24,Moderate,146
20-01-2016,78.07,122.54,43.53,28.94,0.97,24.02,Moderate,170
21-01-2016,53.45,62.27,44.68,43.57,0.93,18.54,Moderate,117
22-01-2016,63.58,150.78,48.29,26.58,1.15,13.94,Moderate,113
23-01-2016,57.91,133.63,33.73,16.27,1.08,11.77,Moderate,146
24-01-2016,41.36,92.58,24.11,14.08,0.99,5.66,Moderate,102
25-01-2016,51.7,121.42,15.35,19.55,1.23,7.78,Satisfactory,98
26-01-2016,54.34,108.47,7.72,17.79,1.04,8.68,Moderate,104
27-01-2016,54.33,76.37,14.67,20.6,1.05,8.73,Satisfactory,91
28-01-2016,84.84,50.03,20.32,53.81,1.16,2.96,Moderate,118
29-01-2016,87.02,83.23,7.3,22.43,1.12,3.02,Moderate,175
30-01-2016,71.42,130.22,8.62,20.22,1.21,4.28,Moderate,149
31-01-2016,119.16,218.27,15.82,33.27,1.32,6.07,Moderate,183
01-02-2016,84.45,158.01,15.81,30.23,1.85,6.34,Moderate,184
02-02-2016,76.8,159.14,17.4,27.39,1.39,5.9,Moderate,156
03-02-2016,75.57,193.59,13.74,23.28,1.9,5.54,Moderate,153
04-02-2016,74.6,152.36,10.79,22.79,1.6,5.13,Moderate,141
05-02-2016,72.11,121.86,9.3,21.72,1.37,4.07,Moderate,139
06-02-2016,63.42,169.11,5.2,19.25,1.81,3.74,Moderate,154
07-02-2016,82.78,351.51,4.31,19.97,3.28,2.76,Moderate,199
08-02-2016,75.98,154.26,3.23,18.87,1.59,3.49,Moderate,182
09-02-2016,85.33,223.57,6.7,20.89,2.19,9.71,Moderate,175
