Date,PM2.5,PM10,NO,NH3,CO,SO2,AQI_Bucket,AQI
28-01-2019,38.48,73.19,7.95,12.92,0.73,4.12,Satisfactory,99
29-01-2019,29.81,62.01,9.41,12.84,0.88,4.91,Satisfactory,83
30-01-2019,62.71,92.31,12.46,13.12,1.01,4.8,Moderate,107
31-01-2019,48.44,94.63,8.55,13.75,0.88,5.45,Moderate,132
01-02-2019,49.67,99.62,9.15,14.68,0.87,5.35,Moderate,109
02-02-2019,45.32,96.87,9.15,14.41,0.82,5.01,Moderate,104
03-02-2019,39.5,87.56,6.69,13.75,0.8,4.58,Moderate,101
04-02-2019,32.91,70.95,9.19,13.82,0.82,4.6,Satisfactory,81
05-02-2019,37.93,82.59,6.98,13.77,0.86,4.54,Satisfactory,92
06-02-2019,60.08,115.27,10.06,14.13,0.88,5.81,Moderate,120
07-02-2019,51.88,117.29,6.9,15.02,0.94,5.3,Moderate,146
08-02-2019,54.76,108.3,5.51,15.13,0.85,5.21,Moderate,113
09-02-2019,68.68,123.42,11.64,16.47,1.25,6.19,Moderate,134
10-02-2019,50.31,93.13,9.95,17.01,0.96,4.52,Moderate,112
11-02-2019,41.65,78.53,10,15.25,0.81,4.04,Satisfactory,80
12-02-2019,49.32,88.06,8.75,14.48,0.82,3.99,Satisfactory,84
13-02-2019,47.31,92.86,9.72,15.25,0.9,4.75,Satisfactory,96
14-02-2019,37.94,84.87,11.4,16.68,0.71,4.88,Satisfactory,89
15-02-2019,35.35,92.27,9.65,17.04,0.87,4.08,Moderate,103
16-02-2019,45.37,98.49,21.59,16.77,1.05,4.69,Moderate,107
17-02-2019,47.43,108.7,23.61,17.77,0.99,4.15,Moderate,123
18-02-2019,42.92,104.51,29.45,17.16,1.23,4.52,Moderate,116
19-02-2019,44.28,98.5,8.09,18.13,0.95,4.52,Moderate,116
20-02-2019,31.49,79.97,9.18,15.62,0.85,4.39,Satisfactory,87
21-02-2019,36.4,92.9,14.06,12.47,0.96,5.06,Satisfactory,85
22-02-2019,38.35,101.4,17.28,14.54,0.96,5.45,Satisfactory,99
23-02-2019,51.36,113.03,23.78,15.39,1.03,5.53,Moderate,105
24-02-2019,47.59,97.06,19.87,16.23,0.94,5.19,Moderate,110
25-02-2019,39.23,96.15,23.3,16.7,1,6.12,Moderate,103
26-02-2019,51.92,101.91,17.94,18.89,0.99,6.29,Moderate,120
27-02-2019,45.49,94.03,10.11,18.55,0.93,4.45,Moderate,115
28-02-2019,50.8,111.32,12.67,16.52,0.94,4.87,Moderate,125
01-03-2019,58.18,125.3,13.52,19.94,1.05,4.93,Moderate,143
02-03-2019,40.93,95.38,6.74,17.74,0.83,4.57,Moderate,107
03-03-2019,36.98,92.75,7.87,15.49,0.86,4.87,Moderate,114
04-03-2019,43.15,100.96,5.02,15.83,0.8,5.09,Moderate,123
05-03-2019,49.8,112.83,12.78,15.93,1.11,4.2,Moderate,118
06-03-2019,53.53,116.45,23.55,15.62,1.13,4.12,Moderate,128
07-03-2019,65.98,158.87,41.22,17.42,1.44,6.25,Moderate,152
08-03-2019,69.62,141.49,25.8,18.21,1.32,7.02,Moderate,167
09-03-2019,51.08,114.17,6.55,18.98,1.01,5.51,Moderate,151
10-03-2019,39.45,85.59,3.31,14.76,0.81,5.12,Satisfactory,100
11-03-2019,34.4,79.55,4.31,13.93,0.75,6.11,Satisfactory,91
12-03-2019,46.15,108.89,6.44,15.19,0.8,8.64,Moderate,105
13-03-2019,50.05,120.17,9.24,15.2,0.89,9.55,Moderate,113
14-03-2019,43.73,116.74,8.61,14.79,0.73,6.55,Moderate,118
15-03-2019,41.75,110.46,8.41,14.38,0.89,6.12,Moderate,106
16-03-2019,44.32,118.8,12.34,16.05,0.94,5.15,Moderate,108
17-03-2019,45.56,104.35,8.28,15.63,0.87,5.01,Moderate,115
18-03-2019,43.24,99.47,5.41,16.24,0.8,5.61,Moderate,123
19-03-2019,39.71,94.23,6.67,16.07,0.82,5.13,Moderate,113
20-03-2019,39.8,91.98,6.79,15,0.73,5.7,Moderate,102
21-03-2019,49.74,94.78,5.97,15.24,0.87,5.44,Moderate,120
22-03-2019,44.52,96.39,7.16,15.54,0.94,6.86,Moderate,122
23-03-2019,51.6,102.51,6.71,15.49,0.97,5.8,Moderate,119
24-03-2019,47.42,93.06,5.81,14.79,0.84,6.92,Moderate,120
25-03-2019,46.52,105.51,8.2,15.64,0.84,7.66,Satisfactory,97
26-03-2019,48.85,112.26,10,15.4,0.93,7.29,Moderate,113
27-03-2019,56.52,121.14,12.4,14.3,1.08,6.91,Moderate,129
28-03-2019,61.59,129.96,14.08,14.75,1.17,6.72,Moderate,148
29-03-2019,58.92,129.31,11.08,16.13,1.14,5.4,Moderate,149
30-03-2019,57.09,123.2,10.17,16.53,1.15,4.89,Moderate,137
31-03-2019,55.88,107.85,6.77,17.21,0.9,4.68,Moderate,135
01-04-2019,53.46,110.5,11.03,16.31,1.01,4.73,Moderate,126
02-04-2019,55.62,123.38,21.63,17.78,1.03,5.37,Moderate,136
03-04-2019,53.61,120.13,13.21,17.27,0.94,4.96,Moderate,135
04-04-2019,58.15,108.63,9.22,17.41,0.94,6.16,Moderate,127
05-04-2019,46.54,108.25,13.01,16.31,1.07,5.22,Moderate,130
06-04-2019,46.55,112.08,7.85,16.86,0.95,4.83,Moderate,130
07-04-2019,51.73,103.64,7.95,16.3,0.98,4.86,Moderate,127
08-04-2019,52.79,94.86,9.66,17.15,0.95,5.66,Moderate,125
09-04-2019,43.88,90.8,9.09,19.14,1.09,5.07,Moderate,149
10-04-2019,52.18,107.04,9.84,18.58,1.13,4.99,Moderate,123
11-04-2019,49.25,113.7,9.52,21.22,0.89,5.76,Moderate,112
12-04-2019,49.46,109,9.95,18.23,0.95,5.41,Moderate,130
13-04-2019,47.24,98.37,7.1,17.8,0.92,7.4,Moderate,109
14-04-2019,41.74,89.76,6.27,15.09,0.78,8.4,Moderate,106
15-04-2019,52.38,92.14,8.34,15.92,1.04,7.56,Moderate,111
16-04-2019,40.54,94.39,9.56,15.47,0.99,5.95,Moderate,115
17-04-2019,52.84,97.64,11.81,17.54,1.16,5.09,Moderate,124
18-04-2019,46.1,72.34,12.61,17.34,1.09,4.1,Moderate,127
19-04-2019,42.33,63.83,6.84,18.08,0.9,4.55,Moderate,107
20-04-2019,29.75,73.46,7.33,16.99,1.02,5.28,Moderate,122
21-04-2019,25.18,69.39,6.37,15.03,1.04,4.9,Moderate,106
22-04-2019,40.9,92.48,8.46,19.12,1.1,4.83,Moderate,107
23-04-2019,37.08,77.31,7.76,16.05,1.31,4.42,Moderate,112
24-04-2019,42.76,85.7,6.94,16.2,1.22,4.37,Moderate,108
25-04-2019,57.96,109.49,8.23,16.84,1.19,5.35,Moderate,126
26-04-2019,63.83,109.42,5.79,18.21,1.08,4.45,Moderate,144
27-04-2019,66.34,123.11,7.59,17.39,0.84,4.97,Moderate,150
28-04-2019,61.63,117.36,6.47,17.46,1,5.76,Moderate,141
29-04-2019,62.42,108.27,6.84,18.56,0.95,4.5,Moderate,140
30-04-2019,53.78,94.01,6.44,17.41,0.92,3.88,Moderate,124
01-05-2019,42.75,74.84,7.54,15.57,0.99,4.72,Moderate,111
02-05-2019,46.45,102.47,12.06,14.92,0.86,4.34,Moderate,103
03-05-2019,47.56,95.06,8.56,17.29,0.74,4.43,Moderate,112
04-05-2019,56.62,116.59,7.6,18.79,0.85,3.67,Moderate,120
05-05-2019,54.62,110.84,6.9,16.93,0.8,4.21,Moderate,132
06-05-2019,52.76,106.65,7.47,17.25,0.8,4.03,Moderate,131
07-05-2019,42.61,87.52,10.42,16.41,0.86,4.63,Moderate,113
08-05-2019,33.28,81.91,10.92,15.29,0.88,4.16,Satisfactory,87
09-05-2019,51.42,94.86,17.94,19.28,1.36,4.4,Moderate,106
10-05-2019,39.33,93.68,8.88,18.45,0.94,4.23,Moderate,120
11-05-2019,40.38,93.84,6.49,17.05,0.97,3.64,Moderate,105
12-05-2019,34.41,93.08,9.18,16.1,1.06,4.01,Moderate,101
13-05-2019,32.08,86.2,5.34,13.94,0.91,4.11,Moderate,106
14-05-2019,31.91,88.8,6.66,15.95,0.92,5.41,Satisfactory,88
15-05-2019,33.89,81.23,7.43,16.03,1.01,4.29,Satisfactory,96
16-05-2019,38.93,93.74,12.36,16.51,1.23,3.69,Moderate,102
17-05-2019,40.64,91.59,14.27,17.39,1.19,4.17,Moderate,110
18-05-2019,55.14,118.1,13.73,19.2,1.19,4.54,Moderate,121
19-05-2019,51.35,101.63,8.15,18.52,0.97,3.86,Moderate,116
20-05-2019,46.82,105.55,8.15,18.13,1.06,4.83,Moderate,109
21-05-2019,45.3,93.68,5.1,16.95,0.88,4.25,Moderate,109
22-05-2019,40.4,84.74,9.12,16.3,1.11,5.69,Moderate,107
23-05-2019,43.26,97.98,12.96,17.81,1.04,3.95,Moderate,102
24-05-2019,35.93,75.5,6.87,16.8,0.89,5.29,Satisfactory,92
25-05-2019,26.07,71.31,6.76,15.38,0.79,5,Satisfactory,82
26-05-2019,22.5,49.25,5.26,13.51,0.69,3.85,Satisfactory,91
27-05-2019,25.77,59.78,8.57,16.1,0.94,4.44,Satisfactory,92
28-05-2019,38.91,84.93,7.84,16.8,0.92,4.07,Satisfactory,92
29-05-2019,28.66,62.28,5.08,15.5,0.75,4.82,Moderate,112
30-05-2019,35.18,77.36,5.72,14.98,0.79,3.96,Satisfactory,98
31-05-2019,30.29,60.85,6.44,13.84,0.82,4.09,Moderate,101
01-06-2019,28.95,64.19,9.57,13.43,1.04,4.4,Satisfactory,89
02-06-2019,44.24,64.72,5.18,12.94,0.85,4.39,Satisfactory,100
03-06-2019,20.3,42.09,6.5,12.08,0.9,4.71,Satisfactory,98
04-06-2019,27.33,61.65,9,11.9,0.79,4.54,Satisfactory,69
05-06-2019,28.4,56.09,7.78,10.02,0.75,4.73,Satisfactory,78
06-06-2019,25.72,51.53,7.47,12.3,1.02,4.17,Satisfactory,78
07-06-2019,25.02,56.96,8.64,15.21,0.92,5.38,Moderate,102
08-06-2019,23.54,53.47,6.54,14.01,0.81,5.1,Satisfactory,76
09-06-2019,16.31,39.84,5.29,12.94,0.66,4.02,Satisfactory,66
10-06-2019,7.85,25.87,6.28,11.79,0.62,4.44,Satisfactory,54
11-06-2019,11.32,30.88,5.87,13.18,0.72,4.58,Good,50
12-06-2019,12.8,35.87,6.7,13.74,0.61,6.09,Satisfactory,51
13-06-2019,16.38,38.15,7.7,12.46,0.66,7.48,Good,50
14-06-2019,22.11,47.2,7.85,12.54,0.64,8.44,Satisfactory,59
15-06-2019,23.64,54.09,9.57,12.52,0.68,8.45,Satisfactory,69
16-06-2019,22.01,56.08,6.47,12.87,0.62,8.99,Satisfactory,63
17-06-2019,25.77,64.03,8.35,13.23,0.7,8.36,Satisfactory,61
18-06-2019,28.82,64.96,6.09,13.94,0.7,6.23,Satisfactory,70
19-06-2019,25.41,60.88,7.2,12.07,0.78,4.91,Satisfactory,74
20-06-2019,24.36,53.32,5.24,12,0.65,4.96,Satisfactory,67
21-06-2019,25.35,56.61,5.8,12.55,0.74,5.48,Satisfactory,64
22-06-2019,16.58,45.48,4.93,12.89,0.69,5.06,Satisfactory,67
23-06-2019,14.8,36.43,4.83,12.11,0.67,4.46,Satisfactory,66
24-06-2019,18.54,44.9,6.3,13.29,0.71,4.33,Satisfactory,65
25-06-2019,30.39,76.25,6.73,13.05,0.76,4.77,Satisfactory,65
26-06-2019,34.69,61.12,7.53,13.32,0.76,4.15,Satisfactory,74
27-06-2019,26.44,65.51,7.51,12.55,0.72,4.27,Satisfactory,72
28-06-2019,26.98,85.13,7.01,7.99,0.68,4.78,Satisfactory,72
29-06-2019,25.37,81.98,6.35,9.02,0.72,4.7,Satisfactory,79
30-06-2019,20.16,63.53,5.14,10.04,0.63,3.91,Satisfactory,68
01-07-2019,26.89,70.15,6.08,9.92,0.71,4.63,Satisfactory,65
02-07-2019,20.79,62.01,6.09,10.46,0.73,5.37,Satisfactory,70
03-07-2019,18.25,60.9,5.89,8.4,0.7,4.98,Satisfactory,64
04-07-2019,18.92,60.19,6.44,8.71,0.79,5.09,Satisfactory,65
05-07-2019,20.9,57.46,6.03,11.62,0.7,5.03,Satisfactory,63
06-07-2019,16.65,51.06,6.2,10.2,0.76,5.32,Satisfactory,62
07-07-2019,19.38,68.71,5.33,8.26,0.75,5.3,Satisfactory,69
08-07-2019,17.24,55.7,5.42,8.74,0.76,5.8,Satisfactory,58
09-07-2019,19.53,46.87,5.88,10.19,0.86,5.41,Satisfactory,64
10-07-2019,31.67,50.35,6.02,11.63,0.78,5.79,Satisfactory,68
11-07-2019,23.49,61.32,6.71,11.9,0.84,7.22,Satisfactory,86
12-07-2019,20.95,62.33,6.06,11.9,0.79,7.87,Satisfactory,71
13-07-2019,20.39,57.91,5.27,11.76,0.75,6.01,Satisfactory,62
14-07-2019,19.18,51.48,5.39,11.64,0.74,6.77,Satisfactory,63
15-07-2019,17.84,47.39,6.14,10.92,0.8,5.93,Satisfactory,65
16-07-2019,24.91,46.99,6.8,12.2,0.8,4.12,Satisfactory,65
17-07-2019,26.83,55,9.37,12.84,0.82,3.9,Satisfactory,69
18-07-2019,30.97,62.36,9.88,14.47,0.85,4.16,Satisfactory,73
19-07-2019,18.98,37.85,6.92,13.99,0.67,4.42,Satisfactory,66
20-07-2019,15.96,42.66,5.09,12.36,0.63,7.4,Good,48
21-07-2019,19.24,41.46,6.43,11.87,0.67,7.96,Satisfactory,64
22-07-2019,15.91,41.71,6.7,11.03,0.69,6.1,Satisfactory,57
23-07-2019,19.14,41.62,6.94,11.49,0.75,3.98,Satisfactory,56
24-07-2019,20.89,63.75,6.44,12.15,0.67,3.69,Satisfactory,60
25-07-2019,20.67,53.24,7.12,11.97,0.77,3.63,Satisfactory,64
26-07-2019,20.33,53.25,6.92,11.62,0.73,4.09,Satisfactory,62
27-07-2019,23.21,50.99,5.66,11.85,0.64,3.87,Satisfactory,55
28-07-2019,23.3,49.13,7.2,11.46,0.71,5.9,Satisfactory,62
29-07-2019,18.61,56.25,5.18,11.72,0.68,3.82,Satisfactory,64
30-07-2019,23.14,56.4,5.84,11.9,0.72,3.95,Satisfactory,58
31-07-2019,26.99,47.37,5.7,11.74,0.66,3.58,Satisfactory,58
01-08-2019,19.87,51.46,5.12,11.1,0.69,3.68,Satisfactory,61
02-08-2019,18.45,52.16,6.62,11.78,0.75,4.34,Satisfactory,59
03-08-2019,18.13,46.6,6.99,11.18,0.65,4.05,Satisfactory,56
04-08-2019,16.26,41.66,9.14,10.68,0.69,4.08,Satisfactory,60
05-08-2019,15.08,29.63,9.97,11.23,0.65,4.26,Satisfactory,53
06-08-2019,14.76,30.58,10.3,11.72,0.71,4.38,Good,48
07-08-2019,14.94,32.65,10.1,12.83,0.78,4.52,Satisfactory,57
08-08-2019,14.31,27.28,9.42,12.92,0.67,4.1,Satisfactory,53
09-08-2019,15.53,30.16,9.06,12.13,0.71,3.44,Satisfactory,55
10-08-2019,13.63,38.48,8.61,12.32,0.72,3.53,Good,49
11-08-2019,12.95,38.27,8.35,11.74,0.61,3.57,Good,50
12-08-2019,18.62,46.51,12.49,14.07,0.78,4.06,Satisfactory,52
13-08-2019,22.1,46.9,12.63,14.28,0.93,4.13,Satisfactory,68
14-08-2019,26.64,46.08,10.13,14.27,0.81,3.5,Satisfactory,70
15-08-2019,15.63,38.14,8.64,13.18,0.69,2.97,Satisfactory,59
16-08-2019,18.63,34.85,8.64,13.51,0.76,3.49,Satisfactory,51
17-08-2019,20.79,52,10.77,14.78,0.9,3.7,Satisfactory,61
18-08-2019,23.25,47.66,12.4,16.35,0.85,3.66,Satisfactory,67
19-08-2019,20.73,49.59,12.5,16.63,0.88,3.85,Satisfactory,65
20-08-2019,18.28,48.73,9.79,14.41,0.98,3.8,Satisfactory,74
21-08-2019,17.04,45.86,12.94,12.61,1.06,4.86,Satisfactory,73
22-08-2019,17.3,57.03,9.03,12.29,0.83,4.84,Satisfactory,68
23-08-2019,15.08,44.78,7.84,12.69,0.85,4.64,Satisfactory,65
24-08-2019,15.29,63.42,8.07,12.39,0.77,4.8,Satisfactory,57
25-08-2019,14.98,55.99,5.28,11.29,0.58,5.48,Satisfactory,68
26-08-2019,14.14,49.29,5.95,10.86,0.72,5.42,Satisfactory,63
27-08-2019,11.42,47,7.18,12.1,0.71,7.1,Satisfactory,61
28-08-2019,15.3,42.17,6.49,11.62,0.63,5.11,Satisfactory,52
29-08-2019,17.22,44.99,5.15,11.37,0.64,5.43,Good,49
30-08-2019,15.01,50.6,5.76,10.31,0.71,5.01,Satisfactory,53
31-08-2019,20.82,65.26,7.24,10.46,0.79,4.89,Satisfactory,63
01-09-2019,17.64,47.85,5.73,8.94,0.67,5.24,Satisfactory,61
02-09-2019,10.98,27.78,3.7,8.81,0.64,5.3,Good,48
03-09-2019,11.18,32.65,6.38,9.5,0.73,5.21,Satisfactory,51
04-09-2019,13.01,40.46,7.04,9.34,0.72,5.33,Satisfactory,51
05-09-2019,13.84,42.24,7.56,8.86,0.79,5.18,Satisfactory,56
06-09-2019,15.34,44.08,8.05,9.22,0.88,5.36,Satisfactory,64
07-09-2019,20.16,45.38,7.3,8.43,0.79,6.09,Satisfactory,63
08-09-2019,12.63,45.47,6,7.49,0.79,6.15,Satisfactory,62
09-09-2019,15.92,49.54,6.98,8.79,0.78,5.78,Satisfactory,63
10-09-2019,20.67,58.85,5.4,10.59,0.73,5.49,Satisfactory,67
11-09-2019,19.51,60.37,6.57,9.56,0.72,5.11,Satisfactory,62
12-09-2019,20.53,57.11,9.86,12.42,0.8,5.18,Satisfactory,68
13-09-2019,21.84,60.43,10.46,11.91,0.86,4.94,Satisfactory,67
14-09-2019,22.29,56.94,6.61,10.94,0.76,5.58,Satisfactory,70
15-09-2019,21.74,50.11,7.52,10.07,0.78,5.31,Satisfactory,69
16-09-2019,48.41,40.74,8,10.48,0.82,5.11,Satisfactory,67
17-09-2019,68.71,43.3,8.98,12.24,1,4.84,Moderate,120
18-09-2019,22.83,63.17,6.7,13.83,0.95,4.32,Satisfactory,92
19-09-2019,23.96,59.79,6.04,16.1,0.85,4.64,Satisfactory,82
20-09-2019,19.12,56.78,11.37,17.48,0.82,4.81,Satisfactory,67
21-09-2019,22.92,68.81,7.27,14.09,0.92,5.07,Satisfactory,74
22-09-2019,19.15,53.11,14.84,14.75,1.01,4.92,Satisfactory,81
23-09-2019,24.78,50.88,17.22,16.87,1.2,5.99,Satisfactory,91
24-09-2019,17.68,36.94,11.88,14.1,1.15,5.91,Satisfactory,100
25-09-2019,13.45,32.33,7.39,15.3,0.85,4.98,Satisfactory,81
26-09-2019,16.59,41.07,10.63,13.17,0.83,4.63,Satisfactory,64
27-09-2019,32.55,75.73,10.14,14.16,1.04,4.97,Satisfactory,83
28-09-2019,26.32,78.07,7.34,14.52,0.98,4.69,Satisfactory,99
29-09-2019,38.4,87.7,4.7,14.52,0.79,5.51,Satisfactory,93
30-09-2019,23.22,53.78,5.23,13.18,0.81,5.24,Satisfactory,73
01-10-2019,34.28,68.99,11.17,14.14,1.01,4.56,Satisfactory,88
02-10-2019,17.34,36.79,13.18,13.28,0.94,6.01,Satisfactory,92
03-10-2019,26.79,52.83,12.09,15.48,1.01,5.33,Satisfactory,95
04-10-2019,41.28,58.29,18.78,16.06,1.1,4.35,Moderate,104
05-10-2019,32.73,70.53,18.64,16.86,1.13,4.22,Moderate,107
06-10-2019,27.15,55.82,14.73,14.69,0.92,3.39,Satisfactory,85
07-10-2019,35.57,60.1,26.1,15.03,1.14,4.19,Satisfactory,88
08-10-2019,24.46,39.4,8.65,14.09,0.71,3.39,Satisfactory,92
09-10-2019,31.67,46.37,31.34,15.63,0.95,4.97,Satisfactory,89
10-10-2019,73.77,70.64,12.43,18,0.87,4.81,Moderate,146
11-10-2019,45.16,79.81,12.32,18.91,0.83,3.94,Satisfactory,95
12-10-2019,38.44,75.75,10.61,17.39,0.83,4.47,Satisfactory,90
13-10-2019,20.84,46.8,11.38,15.76,0.79,4.48,Satisfactory,72
14-10-2019,22.61,52.98,16.56,17.97,0.85,4.18,Satisfactory,73
15-10-2019,24.94,57.89,16.25,18.72,0.83,4.42,Satisfactory,79
16-10-2019,21.73,57.38,15.17,17.09,0.72,3.85,Satisfactory,71
17-10-2019,19.3,48.38,17.76,17.01,0.85,3.74,Satisfactory,75
18-10-2019,25.83,52.13,11.2,15.22,0.71,4.83,Satisfactory,69
19-10-2019,19.25,37.64,9.17,13.73,0.72,4.63,Satisfactory,71
20-10-2019,17.2,39.02,6.82,13.23,0.52,5.72,Satisfactory,56
21-10-2019,20.71,41.14,15.04,13.8,0.85,5.78,Satisfactory,69
22-10-2019,16.46,35.11,13.68,14.84,0.83,5.59,Satisfactory,69
23-10-2019,11.71,35.91,7.89,17.04,0.83,6.07,Satisfactory,66
24-10-2019,12.57,46.46,4.34,12.27,0.76,6.39,Satisfactory,62
25-10-2019,13.43,42.75,5.68,12.32,0.83,6.37,Satisfactory,65
26-10-2019,18.21,47.6,6.8,11.69,0.74,5.76,Satisfactory,59
27-10-2019,42.44,74.17,7.74,12.84,1.01,5.26,Satisfactory,74
28-10-2019,42.44,78.91,10.63,13.82,1.04,5.38,Satisfactory,88
29-10-2019,34.24,78,11.34,16.13,0.97,6.61,Satisfactory,80
30-10-2019,18.77,42.23,11.91,15.45,0.98,6.42,Satisfactory,78
31-10-2019,18.62,49.95,7.39,14.41,0.87,5.73,Satisfactory,68
01-11-2019,27.42,77.15,12.02,14.01,0.9,6,Satisfactory,84
02-11-2019,27.1,72.41,12.02,16.17,1.08,6.16,Satisfactory,77
03-11-2019,40,71.78,11.18,18,0.99,5.46,Satisfactory,89
04-11-2019,54.83,112.73,20.78,20.29,1.26,5.53,Satisfactory,95
05-11-2019,73.88,144.98,31.44,20.46,1.48,6.15,Moderate,139
06-11-2019,94.17,142.05,26.51,20.6,1.36,5.74,Moderate,169
07-11-2019,92.21,136.66,28.33,21.68,1.38,5.9,Moderate,174
08-11-2019,69.3,110.88,17.73,22.41,1.29,6.55,Moderate,159
09-11-2019,47.14,102.59,12.78,20.88,1.07,5.61,Moderate,116
10-11-2019,52.86,102.92,11.34,20.13,1,5.26,Satisfactory,96
11-11-2019,61.83,117.91,8.64,20.35,0.96,5.67,Moderate,124
12-11-2019,27.77,68.96,7.02,16.45,1,6.13,Satisfactory,96
13-11-2019,30.39,81.26,10.37,17.33,0.93,6.37,Satisfactory,83
14-11-2019,23.32,61.17,11.88,17.36,0.92,6.12,Satisfactory,80
15-11-2019,26.33,65.78,15.95,18.25,1.1,6.02,Satisfactory,77
16-11-2019,20.62,57.92,12.03,17.27,1.01,6.16,Satisfactory,82
17-11-2019,30.7,64.16,10.09,16.75,0.84,6.37,Satisfactory,76
18-11-2019,27.07,61.85,12.69,17.29,1.01,6.8,Satisfactory,72
19-11-2019,20.23,51.01,12.61,16.19,0.96,6.55,Satisfactory,74
20-11-2019,21.12,48.76,13.06,16.37,1.05,6.93,Satisfactory,77
21-11-2019,42.28,78.55,14.45,17.57,1.19,6.68,Satisfactory,86
22-11-2019,44.17,78.49,11.39,15.81,1.06,6.26,Satisfactory,96
23-11-2019,36.68,68.13,9.67,15.22,1.01,6.44,Satisfactory,90
24-11-2019,41.18,71.69,4.45,17.36,0.9,6.17,Satisfactory,79
25-11-2019,37.44,69.94,6.37,16.71,1.17,6.81,Satisfactory,83
26-11-2019,35.44,72.66,14.25,17.52,1,5.87,Satisfactory,88
27-11-2019,33.02,65.25,15.29,17.13,1.22,6.34,Satisfactory,89
28-11-2019,23.08,53.29,13.08,18.19,1.04,6.31,Satisfactory,86
29-11-2019,22.97,61.34,14.39,14.77,1,5.38,Satisfactory,75
30-11-2019,23.25,50.92,11.74,14.15,1.03,5.46,Satisfactory,75
01-12-2019,13.46,42.5,9.63,14.09,0.93,6.35,Satisfactory,65
02-12-2019,13.96,34.67,10.32,12.97,0.94,5.99,Satisfactory,70
03-12-2019,27.28,55.3,14,13.63,1.11,6.03,Satisfactory,76
04-12-2019,38.2,69.48,9.9,13.85,0.96,5.33,Satisfactory,86
05-12-2019,55.45,91.85,12.88,15.19,0.94,6.48,Satisfactory,87
06-12-2019,57.3,96.47,9.71,15.1,0.94,6.69,Moderate,103
07-12-2019,39.42,71.64,12.01,14.07,1.05,7.05,Satisfactory,89
08-12-2019,23.79,52.13,8,12.91,0.95,8.15,Satisfactory,68
09-12-2019,21.29,56.84,10.79,13.07,1.03,6.57,Satisfactory,70
10-12-2019,20.31,55.42,9.34,12.13,1.02,6.59,Satisfactory,74
11-12-2019,28.62,63.74,9.43,15.16,0.84,5.96,Satisfactory,73
12-12-2019,28.93,67.98,8.12,12.64,0.91,5.81,Satisfactory,77
13-12-2019,30.65,71.83,8.24,13.12,0.94,6.69,Satisfactory,74
14-12-2019,23.6,60.07,9.79,12.63,0.97,6.56,Satisfactory,74
15-12-2019,25.33,66.09,7.47,12.51,0.78,6.28,Satisfactory,68
16-12-2019,24.25,59.81,11.19,12.62,0.91,7,Satisfactory,69
17-12-2019,27.65,61.09,11.23,12.28,1.05,6.73,Satisfactory,69
18-12-2019,42.91,84.86,11.5,13.03,1.13,6.79,Satisfactory,82
19-12-2019,38.66,77.48,12.17,12.91,1.16,7.36,Satisfactory,85
20-12-2019,44.46,91.61,13.62,13.8,1.19,5.91,Satisfactory,91
21-12-2019,48.62,89.87,7.89,14.47,0.98,6.45,Satisfactory,95
22-12-2019,46.52,84.08,6.3,13.5,0.91,6.09,Satisfactory,88
23-12-2019,49.33,89.98,8.39,13.96,1,6.11,Satisfactory,92
24-12-2019,35.84,77.13,9.2,13.71,1.13,7.13,Satisfactory,89
25-12-2019,35.48,71.87,7.38,14.05,1.03,5.95,Satisfactory,76
26-12-2019,44.27,87.08,7.56,14.55,1.03,6.25,Satisfactory,95
27-12-2019,43.32,87.09,9.56,14.71,1.09,6.6,Satisfactory,98
28-12-2019,35.24,70.75,7.86,13.37,0.97,7.38,Satisfactory,82
29-12-2019,38.53,73.77,6.56,13.02,0.92,7.39,Satisfactory,80
30-12-2019,47.81,77.49,6.4,12.91,1.03,8.04,Satisfactory,93
31-12-2019,42.54,84.76,7.92,13.75,1.06,7.58,Satisfactory,97
01-01-2020,30.71,70.8,9.03,13.01,1.07,8.56,Satisfactory,82
02-01-2020,25.78,62.73,8.81,12.4,1.16,7.52,Satisfactory,81
03-01-2020,29.66,69.62,6.62,12.87,0.99,6.4,Satisfactory,85
04-01-2020,52.62,106.81,15.46,14.59,1.39,6.94,Satisfactory,95
05-01-2020,52.64,97.94,6.86,15.68,1.01,7.01,Moderate,118
06-01-2020,24.74,62.08,8.08,13.94,1.09,6.97,Satisfactory,81
07-01-2020,22.52,62.95,10.11,11.75,1.06,7.35,Satisfactory,75
08-01-2020,30.92,74.18,5.8,12.61,1.03,6.61,Satisfactory,93
09-01-2020,40.57,85.93,7.15,13.74,1.09,6.01,Moderate,101
10-01-2020,39.29,83.02,8.07,14.54,1.05,7.71,Satisfactory,94
11-01-2020,31.1,66.98,6.52,13.03,0.89,6.72,Satisfactory,78
12-01-2020,39.5,75.34,7.01,14.27,0.97,7.38,Satisfactory,79
13-01-2020,53.93,97.81,10.78,15.06,1.11,6.51,Moderate,106
14-01-2020,64.35,108.24,10.27,15.71,1.08,7.03,Moderate,121
15-01-2020,45.19,79.82,10.74,13.94,0.93,7.78,Moderate,111
16-01-2020,39.36,84.68,7.12,13.75,1.2,7.7,Moderate,114
17-01-2020,34.68,85.16,12.3,13.59,1.27,7.3,Moderate,106
18-01-2020,26.9,65.04,6.83,14.38,0.95,5.81,Satisfactory,86
19-01-2020,26.66,59.29,5.34,13.36,0.96,5.8,Satisfactory,66
